00:54:06.95 , 18.75 degC;
00:54:07.99 , 18.69 degC;
00:54:09.02 , 18.75 degC;
00:54:10.05 , 18.81 degC;
00:54:11.08 , 18.81 degC;
00:54:12.11 , 18.81 degC;
00:54:13.14 , 18.81 degC;
00:54:14.16 , 18.75 degC;
00:54:15.20 , 18.75 degC;
00:54:16.22 , 18.75 degC;
00:54:17.25 , 18.87 degC;
00:54:18.28 , 19.0 degC;
00:54:19.33 , 19.06 degC;
00:54:20.35 , 19.12 degC;
00:54:21.38 , 19.12 degC;
00:54:22.40 , 19.19 degC;
00:54:23.44 , 19.25 degC;
00:54:24.47 , 19.31 degC;
00:54:25.50 , 19.31 degC;
00:54:26.53 , 19.37 degC;
00:54:27.55 , 19.44 degC;
00:54:28.58 , 19.44 degC;
00:54:29.62 , 19.5 degC;
00:54:30.65 , 19.5 degC;
00:54:31.67 , 19.5 degC;
00:54:32.70 , 19.56 degC;
00:54:33.74 , 19.56 degC;
00:54:34.76 , 19.56 degC;
00:54:35.79 , 19.62 degC;
00:54:36.82 , 19.62 degC;
00:54:37.85 , 19.62 degC;
00:54:38.88 , 19.62 degC;
00:54:39.91 , 19.69 degC;
00:54:40.94 , 19.69 degC;
00:54:41.98 , 19.69 degC;
00:54:43.01 , 19.56 degC;
00:54:44.03 , 19.5 degC;
00:54:45.06 , 19.44 degC;
00:54:46.09 , 19.44 degC;
00:54:47.12 , 19.37 degC;
00:54:48.15 , 19.37 degC;
00:54:49.18 , 19.31 degC;
00:54:50.21 , 19.25 degC;
00:54:51.24 , 19.25 degC;
00:54:52.27 , 19.19 degC;
00:54:53.30 , 19.19 degC;
00:54:54.33 , 19.19 degC;
00:54:55.36 , 19.19 degC;
00:54:56.39 , 19.19 degC;
00:54:57.43 , 19.12 degC;
00:54:58.45 , 19.12 degC;
00:54:59.49 , 19.06 degC;
00:55:00.51 , 19.06 degC;
00:55:01.54 , 19.06 degC;
00:55:02.58 , 19.06 degC;
00:55:03.60 , 19.06 degC;
00:55:04.63 , 19.06 degC;
00:55:05.66 , 19.0 degC;
00:55:06.69 , 19.06 degC;
00:55:07.72 , 19.0 degC;
00:55:08.74 , 19.0 degC;
00:55:09.78 , 19.0 degC;
00:55:10.81 , 19.0 degC;
00:55:11.84 , 19.0 degC;
00:55:12.87 , 19.0 degC;
00:55:13.89 , 18.94 degC;
00:55:14.93 , 18.94 degC;
00:55:15.95 , 19.0 degC;
00:55:16.99 , 18.94 degC;
00:55:18.01 , 18.94 degC;
00:55:19.06 , 19.0 degC;
00:55:20.09 , 18.94 degC;
00:55:21.10 , 18.94 degC;
00:55:22.14 , 18.94 degC;
00:55:23.17 , 19.0 degC;
00:55:24.20 , 18.94 degC;
00:55:25.23 , 19.0 degC;
00:55:26.26 , 18.94 degC;
00:55:27.28 , 18.94 degC;
00:55:28.32 , 18.94 degC;
00:55:29.35 , 18.94 degC;
00:55:30.37 , 18.94 degC;
00:55:31.41 , 19.0 degC;
00:55:32.43 , 18.94 degC;
00:55:33.47 , 18.94 degC;
00:55:34.50 , 18.94 degC;
00:55:35.52 , 18.94 degC;
00:55:36.56 , 18.87 degC;
00:55:37.59 , 18.87 degC;
00:55:38.62 , 18.87 degC;
00:55:39.65 , 18.94 degC;
00:55:40.67 , 18.94 degC;
00:55:41.71 , 18.94 degC;
00:55:42.74 , 18.87 degC;
00:55:43.76 , 18.87 degC;
00:55:44.79 , 18.87 degC;
00:55:45.84 , 18.87 degC;
00:55:46.85 , 18.87 degC;
00:55:47.89 , 18.87 degC;
00:55:48.92 , 18.87 degC;
00:55:49.94 , 18.87 degC;
00:55:50.98 , 18.87 degC;
00:55:52.02 , 18.94 degC;
00:55:53.04 , 18.87 degC;
00:55:54.07 , 18.87 degC;
00:55:55.10 , 18.87 degC;
00:55:56.13 , 18.94 degC;
00:55:57.16 , 18.94 degC;
00:55:58.18 , 19.0 degC;
00:55:59.21 , 19.0 degC;
00:56:00.26 , 19.06 degC;
00:56:01.27 , 19.06 degC;
00:56:02.31 , 19.06 degC;
00:56:03.33 , 19.06 degC;
00:56:04.37 , 19.12 degC;
00:56:05.39 , 19.06 degC;
00:56:06.43 , 19.06 degC;
00:56:07.46 , 19.0 degC;
